8fa683e59c02c04cb781ac689686db07,6,5,1525.04947519302,305.009895038605
335644267c1d5f04eaea7bc6f51b1861,3,3,1952.0760819912,650.692027330399
ca3071aad676bc963795a2b09635cdf0,4,3,376.705776929855,125.568592309952
f81167c854f1a0c86cab6188f9995824,7,4,1286.30456399918,321.576140999794
a2659df45c8d05f326225fa5b1063ac9,2,2,1839.65033698082,919.82516849041
b8bbef76f8dfee2fe190a283cd5a19a7,3,3,771.746166944504,257.248722314835
e8ebfc3f39512eda3aa0702b13ffed63,0,0,0,NaN
988e4873861347113519fbee6dd1c3b0,1,1,329.437810897827,329.437810897827
583361d66ad8b0827cd08d3a5d64af89,0,0,0,NaN
d775dbe1ca0e2610ae5505e7f489ece0,0,0,0,NaN
5593edde722a92a27a8cd6c6df646a2b,4,3,848.353507041931,282.78450234731
d23e73d5004ca552c345f6ac967febc6,0,0,0,NaN
ce41aa9e1b857b4ad73eda943e081981,7,6,3075.35503602028,512.559172670046
efeb9c00bb6e1aef1b2464974b467ce2,8,8,3321.41117620468,415.176397025585
825dcd80c73027b802ae7fd74d6a2d1d,1,1,1509.96490597725,1509.96490597725
df9752bca47ff5efb3dd85291eaca875,6,6,1988.46815705299,331.411359508832
aca6d26817f1898723ff6c7abe3ee9dd,0,0,0,NaN
54ca0e4ca995bbfaa4891aa02fa76b73,1,1,205.973792791367,205.973792791367
fdf56abdb1758fc523e52f4c9bb05803,2,1,93.6979730129242,93.6979730129242
f004dd170fb65d529e2b92b8111bea72,2,1,161.653300046921,161.653300046921
d709f049d5d903b3177fd104dfa22b0b,0,0,0,NaN
f8f155abd3386b137437908518359ff8,1,0,0,NaN
7ecd49ff49140689c37c3f5fa1242fdf,0,0,0,NaN
535e8e5d1900db849bd3ee23df3a0fda,9,8,763.596605062485,95.4495756328106
9bc711e5f4a509fdbd5e2f600ce4b549,7,5,3229.51854419708,645.903708839416
bbfc63939af2c500009384c7aa1a6641,2,1,154.99706697464,154.99706697464
0a6e533c9c6c1d48fb0416fd13214eda,6,5,2894.39567184448,578.879134368897
82fe9b21a056c10447bcdeb608952f9d,2,2,1731.78568005562,865.892840027809
01c8fec6dee6f0287009d67f34924929,0,0,0,NaN
54ddba1d03e35dab22c21de9fe30d03d,3,1,930.948616981506,930.948616981506
30f0a578ae8406ef483e33e6e2a01e97,0,0,0,NaN
3a9bfc126fd0119bfceb36fb4e045195,11,10,1276.95638203621,127.695638203621
58c5aab18fdbd22764ecbac0aaada925,9,8,1005.71544599533,125.714430749416
03dd0abadc4eff0c92cc4b78dd321e0f,0,0,0,NaN
51db5128f282e559bb61bfcffe8025cc,4,3,473.891387939453,157.963795979818
134a1fabbe699d7547d6ed1dcb518c4b,6,6,1274.18601298332,212.36433549722
03ca7ade57145fb24045e09810741a77,0,0,0,NaN
1540061b91a85e7f24396368303c257b,3,2,146.735547780991,73.3677738904953
49231aa44c2899acb2c07074c5ba7a55,2,1,221.929821968079,221.929821968079
6da41cd566d3fcd26071d284f59ec057,1,1,1110.70522499084,1110.70522499084
6c36f3d7d2e69ac5ebfa26b70e6b7779,0,0,0,NaN
23db58b2137a7168d4b1ec21a0262252,0,0,0,NaN
b6af21b7a98995e78c6356bc826d416f,1,0,0,NaN
c6617db9f7c3d3581e52f035334cb7ca,6,5,804.563777923584,160.912755584717
b32e70abb8670bc7c4a7def5dc682286,3,3,3360.00013208389,1120.00004402796
8ddf01ae16e9530ae64817f37df4301d,4,4,739.501826047897,184.875456511974
7562340c17e57ff648d2fd236d7b829c,0,0,0,NaN
f89f6fbafedee14a687fa4f9119ac107,7,6,3212.9252281189,535.487538019816
38f0c4d9834aed17d8c3233000f5ff93,16,15,1849.68855404854,123.312570269903
a0992959a0c697e6bd44dded2d96b30b,1,1,240.534043073654,240.534043073654
066d46b9e9f52a451528ad54af65abeb,0,0,0,NaN
92284034262e810af3304b966ae96f8e,1,0,0,NaN
263153aef7b4586920960116e1656491,10,9,974.332061052322,108.259117894702
e0c8a7c2a55bea779c0c2153388e4ba0,12,11,1182.44949388504,107.495408535004
f8918b224b729ea9a23146e2345b1a24,1,0,0,NaN
ac97e7d7527e4e92124f2a6c212e5ee2,0,0,0,NaN
bcebd433e4202e0dd39d9f82a20562d7,16,15,1867.54989480972,124.503326320648
2cd2f1322990ddf0ceb93662fae019f8,4,2,165.146363973618,82.5731819868088
fca2c745bb5c9068744e5d82c033796a,1,1,73.7490088939667,73.7490088939667
e4ff26091c7e4d2d1173d3cb046eec51,2,1,1890.47981381416,1890.47981381416
ea7808c54e67b8bfcec470b4747732ba,24,21,3055.53940010071,145.501876195272
